PRS Parts & Appliances,540 Lagoon Dr,Honolulu,Oahu,96819,1 808-736-4080,,5,62,"[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""9AM-2PM""]","[""Closed""]",21.3339478,-157.9019532
VIP Towing,1006 Mikole St,Honolulu,Oahu,96819,1 808-495-4845,,1.5,281,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",21.3026611,-157.8713465
Bates Estate Sales - Honolulu,1130 N Nimitz Hwy Ste B-293,Honolulu,Oahu,96817,1 808-216-4999,,5,4,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",21.3185893,-157.8755875
Then and Now,46-148 Kahuhipa St #104,Kaneohe,Oahu,96744,1 808-721-8450,,4.6,19,,,,,,,,21.4167595,-157.8042125
Caring Transitions of Honolulu,,,Hawaii,,1 808-369-9195,,4.4,7,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",21.4237504,-157.9343475
Wash’n Goat,,,Hawaii,,1 808-466-0675,,5,37,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",21.340232,-157.8010565
For Sure Cleaning,7040 Hawaii Kai Dr #25778,Honolulu,Oahu,96825,1 808-397-6794,,5,35,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]",21.2891146,-157.7020813
Adriana's Good Mana,,,Hawaii,,,,4.8,39,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""9AM-4PM""]","[""Closed""]",21.4837543,-157.9652284
Tajiri Demolition & Disposal LLC,1005 Puuwai St,Honolulu,Oahu,96819,1 808-841-0217,,4,11,"[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""Closed""]",21.3023578,-157.870904
Island Demo Inc,2769 Kilihau St,Honolulu,Oahu,96819,1 808-839-5522,,5,6,"[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""Closed""]","[""Closed""]",21.3353267,-157.8979687
Honolulu Collection Yard,626 Middle St,Honolulu,Oahu,96819,,,4.8,4,,,,,,,,21.3348492,-157.8904446
Ohana Environmental Construction,2968 Ualena St,Honolulu,Oahu,96819,1 808-836-6955,,5,2,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Closed""]","[""Closed""]",21.333721,-157.9068411
Haul Maui - Junk Removal Services,513 Kuanana St,Paia,Maui,96779,1 808-856-1214,,5,36,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",20.9036639,-156.3732819
Malama Junk Removal | Maui's Go-To Junk Removal Service,,,Hawaii,,1 808-707-9978,,5,121,"[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""Closed""]",20.8354785,-156.4982355
"MCS Junk Removal, Moving and Dumpster Rental",,,Hawaii,,1 808-298-5498,,5,20,"[""8AM-7PM""]","[""8AM-7PM""]","[""8AM-7PM""]","[""8AM-7PM""]","[""8AM-7PM""]","[""8AM-7PM""]","[""8AM-7PM""]",20.8029957,-156.3379827
Pono Hauling,621maalo st,Wailuku,Maui,96793,1 808-318-1632,,5,31,"[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""Closed""]","[""7AM-6PM""]",20.8797867,-156.4826317
"Maui Disposal Co, Inc.",300 Lalo St,Kahului,Maui,96732,1 808-242-7999,,3.9,7,"[""6AM-4:30PM""]","[""6AM-4:30PM""]","[""6AM-4:30PM""]","[""6AM-4:30PM""]","[""6AM-4:30PM""]","[""7AM-3PM""]","[""Closed""]",20.8849983,-156.4568328
Maui Junk Squad,,,Hawaii,,1 808-344-0774,,5,44,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Closed""]",20.8029957,-156.3416276
Maui Hauling Services,,,Hawaii,,1 808-746-2861,,5,2,"[""8:30AM-4:30PM""]","[""8:30AM-4:30PM""]","[""8:30AM-4:30PM""]","[""8:30AM-4:30PM""]","[""8:30AM-4:30PM""]","[""8:30AM-4:30PM""]","[""Closed""]",20.825976,-156.4893326
Maui Junk and Lawn Solutions LLC,,,Hawaii,,1 808-442-2746,,5,7,"[""6AM-6PM""]","[""6AM-6PM""]","[""6AM-6PM""]","[""6AM-6PM""]","[""6AM-6PM""]","[""6AM-6PM""]","[""6AM-6PM""]",20.8660029,-156.6489651
"Aloha Waste Systems, Inc",301 Hansen Rd,Puunene,Oahu,96784,1 808-893-0932,,5,6,"[""8AM-4:30PM""]","[""8AM-4:30PM""]","[""8AM-4:30PM""]","[""8AM-4:30PM""]","[""8AM-4:30PM""]","[""Closed""]","[""Closed""]",20.8726384,-156.43944
Junk In Da Trunk Maui,18 Olali St,Lahaina,Maui,96761,1 808-498-3300,,5,15,"[""8AM-3PM""]","[""8AM-3PM""]","[""8AM-3PM""]","[""8AM-3PM""]","[""8AM-3PM""]","[""8AM-3PM""]","[""8AM-3PM""]",20.961194,-156.6827929
Central Maui Landfill Refuse and Recycling Center,Pulehu Rd & Hansen Rd,Puunene,Oahu,96784,1 808-270-6153,,4.3,87,"[""6AM-3PM""]","[""6AM-3PM""]","[""6AM-3PM""]","[""6AM-3PM""]","[""6AM-3PM""]","[""6AM-3PM""]","[""Closed""]",20.8588504,-156.4240722
We Move People,,,Hawaii,,1 808-855-6846,,4.8,39,"[""6AM-10PM""]","[""6AM-10PM""]","[""6AM-10PM""]","[""6AM-10PM""]","[""6AM-10PM""]","[""6AM-10PM""]","[""6AM-10PM""]",20.8029957,-156.3379827
Pau Hana Hauling,,,Hawaii,,1 808-430-8854,,5,27,"[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]",20.8029957,-156.3379827
Safe Movers Maui,,,Hawaii,,1 808-359-7807,,4.8,21,"[""6AM-10PM""]","[""6AM-10PM""]","[""6AM-10PM""]","[""6AM-10PM""]","[""6AM-10PM""]","[""6AM-10PM""]","[""6AM-10PM""]",20.8029957,-156.3373146
Waste Pro Hawaii LLC,301 Hansen Rd,Puunene,Oahu,96784,1 808-249-8203,,5,5,"[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""Closed""]","[""Closed""]",20.8726384,-156.43944
Hammerhead® Metals Recycling,2000 Maui Veterans Hwy,Puunene,Oahu,96784,1 808-280-8844,,3.8,44,"[""7-11AM"",""11:45AM-3PM""]","[""7-11AM"",""11:45AM-3PM""]","[""7-11AM"",""11:45AM-3PM""]","[""7-11AM"",""11:45AM-3PM""]","[""7-11AM"",""11:45AM-3PM""]","[""Closed""]","[""Closed""]",20.8383642,-156.4640632
Maui County Refuse Collection,1827 Kaohu St,Wailuku,Maui,96793,1 808-270-7452,,2.1,10,"[""7AM-3:30PM""]","[""7AM-3:30PM""]","[""7AM-3:30PM""]","[""7AM-3:30PM""]","[""7AM-3:30PM""]","[""Closed""]","[""Closed""]",20.8834569,-156.4998502
RP Hauling & Transport,,,Hawaii,,1 808-268-7836,,5,7,"[""5AM-7PM""]","[""5AM-7PM""]","[""5AM-7PM""]","[""5AM-7PM""]","[""5AM-7PM""]","[""5AM-7PM""]","[""5AM-7PM""]",20.8029957,-156.3379827
Royal Hawaiian Movers,400 Hana Hwy Suite D,Kahului,Maui,96732,1 808-873-0777,,4.3,30,"[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""Closed""]","[""Closed""]",20.8862146,-156.4552287
Valley Isle Dump Runs and Cleaning Services,45 Kanani Rd,Kihei,Maui,96753,1 808-463-4305,,5,1,"[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""Closed""]",20.7278942,-156.44831
Smooth Moves Maui,40 Hale Kuai Street Unit #201,Kihei,Maui,96753,1 808-269-8373,,5,75,"[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""Closed""]","[""Closed""]",20.7781599,-156.4604854
Wailea Movers and Storage,1215 S Kihei Rd Ste o #742,Kihei,Maui,96753,1 808-707-7588,,4.9,392,"[""8:30AM-4:30PM""]","[""8:30AM-4:30PM""]","[""8:30AM-4:30PM""]","[""8:30AM-4:30PM""]","[""8:30AM-4:30PM""]","[""Closed""]","[""Closed""]",20.7508642,-156.4545857
Maui Island Towing by Kihei Auto Sales,"177 Hale Kuai Street 81 Alae Street Kahului HI 96762, 177 Hale Kuai St",Kihei,Maui,96753,1 808-280-4234,,4.9,48,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",20.7453938,-156.4495402
Menehune Hauling LLC,,,Hawaii,,1 808-866-0898,,5,2,"[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""Closed""]","[""Closed""]",20.8029957,-156.3379827
You First Movers,,,Hawaii,,1 808-268-4720,,5,32,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Closed""]",20.9173431,-157.87152
Westside Waste LLC.,300 Lahainaluna Rd,Lahaina,Maui,96761,1 808-830-0144,,,,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Closed""]","[""Closed""]",20.8747449,-156.6725316
Olowalu Residential Recycling & Refuse Center,,Lahaina,Maui,96761,,,4.6,10,"[""8AM-2:30PM""]","[""8AM-2:30PM""]","[""8AM-2:30PM""]","[""8AM-2:30PM""]","[""8AM-2:30PM""]","[""8AM-2:30PM""]","[""Closed""]",20.8273003,-156.6327734
Olowalu Recycling & Refuse Convenience Center,361 Luawai St,Lahaina,Maui,96761,,,3.3,12,"[""8AM-2:30PM""]","[""8AM-2:30PM""]","[""8AM-2:30PM""]","[""8AM-2:30PM""]","[""8AM-2:30PM""]","[""8AM-2:30PM""]","[""Closed""]",20.830177,-156.6326474
Maui Waste Systems,1043 Makawao Ave,Makawao,Maui,96768,1 808-633-7579,,5,2,"[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""Closed""]","[""Closed""]",20.8517178,-156.3139563
Hawaii Vegetation Control LLC,2810 Kokomo Rd,Haiku,Maui,96708,1 808-264-5942,,5,23,"[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]",20.8684167,-156.3090142
Roll Offs,247 Hiwalani Loop,Makawao,Maui,96768,1 808-283-9342,,,,,,,,,,,20.8411023,-156.3457105
"Pacific Island Hauling, Inc.",16 Hobron Ave #204,Kahului,Maui,96732,1 808-870-1880,,4.5,4,,,,,,,,20.8915351,-156.461074
Ace Trucking LLC,,,Hawaii,,1 808-344-7003,,5,1,"[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""Closed""]",20.8666385,-156.6466671
Maui Gravel and Soil,,,Hawaii,,1 808-446-6742,,5,11,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",20.8029957,-156.3379827
T. Sniffen & Sons LLC,124 Kuhuoi St,Kahului,Maui,96732,1 808-871-7781,,4.3,6,,,,,,,,20.8827288,-156.459868
C & J Hauling Services Inc,,Wailuku,Maui,96793,1 808-870-2345,,,,"[""9AM-6PM""]","[""9AM-6PM""]","[""9AM-6PM""]","[""9AM-6PM""]","[""9AM-6PM""]","[""9AM-1PM""]","[""Closed""]",20.8911111,-156.5047222
U-Haul Moving & Storage of Maui-Kahului,424 Dairy Rd,Kahului,Maui,96732,1 808-249-8041,,4.2,127,"[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-8PM""]","[""7AM-7PM""]","[""9AM-5PM""]",20.8859286,-156.4511982
Rojac Trucking Inc,150 Pakana St,Wailuku,Maui,96793,1 808-986-1100,,3.5,8,"[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-12PM""]","[""Closed""]",20.8527092,-156.496579
B B Trucking & Storage,200 Waiehu Beach Rd,Wailuku,Maui,96793,1 808-877-3966,,4.9,8,"[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""Closed""]","[""Closed""]",20.9021599,-156.4821028
TJ Gomes Trucking Co Inc,500 B Waiale Rd,Wailuku,Maui,96793,1 808-244-0036,,3.6,18,"[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""Closed""]","[""Closed""]",20.8796881,-156.498389
Fast Comet Delivery,358 Papa Pl Ste G,Kahului,Maui,96732,1 808-276-1037,,4.7,11,"[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""Closed""]","[""Closed""]",20.8847994,-156.4543532
Kihei Clean,182 Iliwai Loop,Kihei,Maui,96753,1 808-207-4923,,4.8,50,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",20.7164779,-156.4381111
CSI Carpet Cleaners,2811 Ohina St,Kihei,Maui,96753,1 808-205-3237,,4.9,459,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",20.7098219,-156.4376396
Aloha Cleaning Experts,,,Hawaii,,1 808-268-0808,,5,75,"[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]",20.8666385,-156.6466671
Maui Refresh llc,,,Hawaii,,1 808-339-3600,,4.9,79,"[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]","[""7AM-6PM""]",20.8666385,-156.6466671
Above All Cleaning Maui LLC,345 Kaiwahine St,Kihei,Maui,96753,1 808-214-7481,,5,4,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]",20.7805543,-156.4529924
Maui Cleaning Pros,,,Hawaii,,1 808-250-8744,,5,36,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Closed""]","[""Closed""]",20.731372,-156.467321
Lala's Services LLC,325 Wainohia St,Kihei,Maui,96753,1 808-260-2994,,4.8,4,,,,,,,,20.7758754,-156.4499923
Viral Clean Maui LLC,208 Luakaha Cir,Kihei,Maui,96753,,,5,1,,,,,,,,20.7561429,-156.4487639
RCI ISLAND CLEANERS LLC,,,Hawaii,,1 808-250-2153,,5,40,"[""6AM-6PM""]","[""6AM-6PM""]","[""6AM-6PM""]","[""6AM-6PM""]","[""6AM-6PM""]","[""6AM-6PM""]","[""6AM-6PM""]",20.802448,-156.3379827
Lipoa Laundry Center,41 E Lipoa St #1,Kihei,Maui,96753,1 808-875-9266,,4,184,"[""7AM-9PM""]","[""7AM-9PM""]","[""7AM-9PM""]","[""7AM-9PM""]","[""7AM-9PM""]","[""7AM-5PM""]","[""7AM-5PM""]",20.7488525,-156.453867
Maui Cleaning Care,,,Hawaii,,1 808-464-8905,,5,6,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]",20.7242875,-156.4513575
Nathan's Natural Flooring & Upholstery Cleaning Maui,480 Kenolio Rd Apt 3-206,Kihei,Maui,96753,1 907-378-5581,,4.9,206,"[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""9AM-6PM""]",20.7711419,-156.4572485
Kihei Cleaning Services,,,Hawaii,,1 808-500-5737,,,,"[""8:30AM-4:30PM""]","[""8:30AM-4:30PM""]","[""8:30AM-4:30PM""]","[""8:30AM-4:30PM""]","[""8:30AM-4:30PM""]","[""Closed""]","[""Closed""]",20.825976,-156.4893326
Wailea Cleaners,53 Honuhula St,Kihei,Maui,96753,1 808-866-6466,,5,2,"[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]",20.7793487,-156.4576781
Clear Choice Cleaning - Window Cleaning Maui,,,Hawaii,,1 808-757-8103,,5,196,"[""6AM-9PM""]","[""6AM-9PM""]","[""6AM-9PM""]","[""6AM-9PM""]","[""6AM-9PM""]","[""6AM-9PM""]","[""Closed""]",20.805345,-156.3361744
"Sunrise to Sunset LLC. Commercial, residential, and janitorial cleaning - available 24/7",,,Hawaii,,1 808-359-4066,,5,1,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",20.70324,-156.4373864
Koa Hauls,,,Hawaii,,1 808-298-6888,,5,10,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",20.8666385,-156.6466671
Country Trucking,,,Hawaii,,1 808-870-9658,,5,1,"[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-7PM""]","[""Closed""]","[""Closed""]",20.8029957,-156.3379827
Maui EKO Systems,"Central Maui Landfill, 1 Pulehu Rd",Puunene,Oahu,96784,1 808-572-8844,,4.9,16,"[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""Closed""]","[""Closed""]",20.8599108,-156.4178685
Maui Industry Services,964 Kahealani St,Haiku,Maui,96708,1 808-868-7658,,5,69,"[""7AM-7:30PM""]","[""7AM-7:30PM""]","[""7AM-7PM""]","[""7AM-7:30PM""]","[""7AM-7:30PM""]","[""7AM-7:30PM""]","[""7AM-7:30PM""]",20.9146432,-156.3203594
ClimbingHi LLC,616 W Kuiaha Rd,Haiku,Maui,96708,1 808-269-5462,,4.9,113,"[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""Closed""]","[""Closed""]",20.9149558,-156.3106089
Hawaii Materials Recycling,E Welakahao Rd,Kihei,Maui,96753,1 808-856-6231,,4.7,10,"[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""Closed""]","[""Closed""]",20.7384986,-156.4391326
Garden Isle Disposal,2666 Niumalu Rd,Lihue,Kauai,96766,1 808-245-2372,,4.2,5,"[""7AM-4:30PM""]","[""7AM-4:30PM""]","[""7AM-4:30PM""]","[""7AM-4:30PM""]","[""7AM-4:30PM""]","[""8AM-12PM""]","[""Closed""]",21.9557344,-159.3576697
Kauai Dump runs,4702 Mailihuna Rd,Kapaʻa,Oahu,96746,1 619-707-0612,,4.2,5,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Closed""]",22.092542,-159.3132838
Ohana Dump Runs Kauai,3891 Omao Rd,Koloa,Kauai,96756,1 808-353-1973,,5,26,"[""Closed""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Closed""]",21.9160249,-159.4808516
KAUAI JUNK GUY,,,Hawaii,,1 808-651-3188,,5,6,"[""9AM-4PM""]","[""9AM-4PM""]","[""9AM-4PM""]","[""9AM-4AM""]","[""9AM-4AM""]","[""9AM-4AM""]","[""Closed""]",22.0518381,-159.539722
Lihue Refuse Transfer Station,3450 Ahukini Rd,Lihue,Kauai,96766,1 808-212-4683,,4.8,14,"[""7:15AM-3:15PM""]","[""7:15AM-3:15PM""]","[""7:15AM-3:15PM""]","[""7:15AM-3:15PM""]","[""7:15AM-3:15PM""]","[""7:15AM-3:15PM""]","[""7:15AM-3:15PM""]",21.9883796,-159.339331
Kauai Veterans' Express Co. LTD,3-1480 Kaumualii Hwy,Lihue,Kauai,96766,1 808-245-3553,,4.8,4,"[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""7AM-3PM""]","[""Closed""]","[""Closed""]",21.9619691,-159.4085799
Puhi Metals Recycling Facility (Resource Recovery Solutions),3951 Puhi Rd,Lihue,Kauai,96766,1 808-245-6919,,4.4,15,"[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""Closed""]",21.9549159,-159.3904339
Kauai Towing and Hauling,,,Hawaii,,1 808-855-0127,,5,16,"[""6AM-10PM""]","[""6AM-10PM""]","[""6AM-10PM""]","[""6AM-10PM""]","[""6AM-10PM""]","[""6AM-10PM""]","[""6AM-10PM""]",22.2170315,-159.478738
Royal Hawaiian Movers,1675 Haleukana St,Lihue,Kauai,96766,1 808-245-5879,,4.9,24,"[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""Closed""]","[""Closed""]",21.961059,-159.394994
Ritas Equipment Rental & Trash Disposal Inc,3020 Lauoho Rd,Kalaheo,Kauai,96741,1 808-332-8339,,4,4,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Closed""]","[""Closed""]",21.9225327,-159.5159042
Pa'a Hana Towing & Hauling LLC,,,Hawaii,,1 808-639-3061,,4.6,20,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",21.9185494,-159.5230045
BLS & KTC Inc,,,Hawaii,,1 808-246-6275,,,,"[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]",21.973863,-159.3961256
Kauai Trucking LLC,5338 Luana St,Kapaʻa,Oahu,96746,1 808-634-3867,,5,3,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",22.0971504,-159.325413
Kauai Freight Service,2956 Aukele St #103,Lihue,Kauai,96766,1 808-245-1919,,4.5,4,"[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""Closed""]","[""Closed""]",21.9654457,-159.355045
Aloha Isle Moving,1811 Leleiona St,Lihue,Kauai,96766,1 808-245-1985,,3,21,"[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""Closed""]","[""Closed""]",21.9623736,-159.3951198
Kahanu Trucking Service,4186 Waiahi St,Lihue,Kauai,96766,1 808-320-0193,,4.7,3,"[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""Closed""]",21.9935595,-159.3525888
Kauai Freight Service,4301 Puhi Rd,Lihue,Kauai,96766,1 808-245-2399,,4,5,"[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""7:30AM-4:30PM""]","[""Closed""]","[""Closed""]",21.963433,-159.394001
Universal Delivery Services,1794 Haleukana St #3,Lihue,Kauai,96766,1 808-245-9974,,3,2,,,,,,,,21.958052,-159.3936093
Garden Isle Courier & Trucking,1537 Haleukana St,Lihue,Kauai,96766,1 808-246-0146,,4.1,23,"[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""Closed""]","[""Closed""]",21.9577081,-159.3923729
Kauai Movers,,,Hawaii,,1 808-639-2353,,4.6,11,,,,,,,,21.9454286,-159.921351
Wally Rita Trucking Inc,,Lihue,Kauai,96766,1 808-652-8582,,,,,,,,,,,21.9811111,-159.3711111
"Young Brothers, LLC",3020 Waapa Rd # 3,Lihue,Kauai,96766,1 808-245-4051,,4.3,66,"[""7:30-11:30AM""]","[""7:30AM-3:30PM""]","[""7:30-11:30AM""]","[""7:30-11:30AM""]","[""7:30AM-3:30PM""]","[""Closed""]","[""Closed""]",21.9521713,-159.3601379
Garden Island Towing and Pumping,3133 Oihana St,Lihue,Kauai,96766,1 808-652-6675,,4,52,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",21.9700012,-159.3574917
808 Truck Rentals Inc,4181 Rice St,Lihue,Kauai,96766,1 808-245-3233,,4.5,18,"[""7:30AM-3PM""]","[""7:30AM-3PM""]","[""7:30AM-3PM""]","[""7:30AM-3PM""]","[""7:30AM-3PM""]","[""8AM-12PM""]","[""Closed""]",21.9706549,-159.363084
"Ohana House Cleaning | Affordable Residential Cleaning, Superior One-Time Home Cleaning Services",3864 Hoohuki St,Lihue,Kauai,96766,1 808-481-5340,,5,26,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",21.990202,-159.359465
SERVPRO of Kauai,,,Hawaii,,1 808-788-3858,,5,17,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",22.0613385,-159.4507779
